,Unnamed: 0,STATE,DISTRICT,Storage name,Address,Manager Name,capacity,Longitude,Latitude
369,369,Andhra Pradesh,Guntur,Narayanadri Cold Storage,ACSRAO6[At]EMAIL[Dot]COM,Chandrasekharreddy,10172.9,,
370,370,Andhra Pradesh,Guntur,Nikeleswari Cold Storage,NALLAPADU ROAD NEAR NH-5,Subarao,0.0,80.3939109,16.3063385
371,371,Andhra Pradesh,Guntur,P Satyanarayan Raju,Nadikudi,,4769.62,79.7068596,16.5879495
372,372,Andhra Pradesh,Guntur,P Venkat Raju,Nadikudi,,4769.62,79.7068596,16.5879495
373,373,Andhra Pradesh,Guntur,P. Laxmi Narsimha Rao,Kollur Village And Mandal,,438.0,78.2508532,17.4435941
374,374,Andhra Pradesh,Guntur,P.Chiranjeevi,"Karlapalem Vilage, Bapatla",,4769.62,80.4671375,15.9039445
375,375,Andhra Pradesh,Guntur,P.Mallikarjuna Rao & P.Akkeswara Prasad,"S.No.465/4, Village: Addapalli, Mandal: Bhattiprolu",,416.0,80.7845272,16.1038105
376,376,Andhra Pradesh,Guntur,PEDAKAKANI,,R.Sudhakara Rao,77000.0,,
377,377,Andhra Pradesh,Guntur,Palanadu Cold Storage,RENTACHINTALA VILAGE NEAR MARKET YARD MACHARLA ROA,A.Somasekhar,5400.0,79.5524538,16.5544667
378,378,Andhra Pradesh,Guntur,Panchamukha Cold Storage,"NH-5, ANKIREDDY PALEM",Srinivasarao,4000.0,80.3923079,16.2876751
379,379,Andhra Pradesh,Guntur,Panchamukha Cold Storage,ANKIR EDDY PALEM,Anjeneya,0.0,80.3923079,16.2876751
380,380,Andhra Pradesh,Guntur,Panchamukha Cold Storage pvt,ANKIREDDY PALEM NH-5,Narasimhareddy,0.0,83.9275643,18.3159269
381,381,Andhra Pradesh,Guntur,Patturi Mohan Rao,"Block No.9, Near Door No.9-73, Vatticherukuru V & M, Guntur",,451.508,80.4365402,16.3066525
382,382,Andhra Pradesh,Guntur,Paturi Chenchu Rama Rao,"Kavoor Village, Chilakaluripet Mandal, Guntur District, Andhra Pradesh",,700.0,79.7399875,15.9128998
383,383,Andhra Pradesh,Guntur,Pedasingh Rural Godown ( Karumanchi Pedasingh ),"Narasayapalem Village, Baptala Mandal",,231.0,80.4681844,15.9040102
384,384,Andhra Pradesh,Guntur,Ponnur,Ponnur And Pedanandipadu,,3000.0,80.3300968,16.0706311
385,385,Andhra Pradesh,Guntur,Popular Cold Storage,LALPURAMANKI REDDY PALEMBY PASS ROAD,Sureshbabu,4050.0,,
386,386,Andhra Pradesh,Guntur,Pothabathuni Koteswaramma & Shri Malleswara Rao,"R.S.No.482/2, Battiprolu Mandal, Guntur District",,450.0,80.0087746,16.3905692
387,387,Andhra Pradesh,Guntur,Pranathi Cold Storage,NH 5 MARCHI YARD,Naraaimharao,5000.0,77.1031998,31.0306204
388,388,Andhra Pradesh,Guntur,Prithvisingh Rural Godown ( Bejawada Prithvisingh ),"Narasayapalem Village, Baptala Mandal",,112.0,80.4681844,15.9040102
389,389,Andhra Pradesh,Guntur,Prudvi Cold Storage,"SATTENAPALLI SITE, NEAR GANDLURU X ROAD, KROSUR RO",V.Venkateswarao,0.0,80.1386212,16.5414403
390,390,Andhra Pradesh,Guntur,PsrsonsCold Storage,8-282 TENALI VDALAMUDI,Umasankarrao,3600.0,80.5605111,16.2355855
391,391,Andhra Pradesh,Guntur,Pullareddy Rural Godown ( Kallam Pulla Reddy ),"Narasayapalem Village, Baptala Mandal",,120.0,80.4681844,15.9040102
392,392,Andhra Pradesh,Guntur,Pushpa Athi,KANUPARRU,Krishnamurthy,8000.0,80.110827,16.209323
393,393,Andhra Pradesh,Guntur,Pushpavathi Cold Storage,Kanaparru,,4996.76,80.110827,16.209323
394,394,Andhra Pradesh,Guntur,Puvvada Basmath Kumar,"Jammulapalem Village, Baptla Mandal",,297.0,80.4681844,15.9040102
395,395,Andhra Pradesh,Guntur,R Atchi Reddy,Nadikudi,,4769.62,79.7068596,16.5879495
396,396,Andhra Pradesh,Guntur,R. Ranga Rao And R. Subba Rao,"Penumuli, Dugirala Mandal",,362.0,77.070837,16.6775836
397,397,Andhra Pradesh,Guntur,R.V.Suryanarayan Raju Rep By GPA Holder M.Muralidhara Raju,"Karlapalem Vilage, Bapatla",,4769.62,80.4671375,15.9039445
398,398,Andhra Pradesh,Guntur,Raghavendra Cold Storage,ANKIREDDY PALEM NH-5 NALLAPADU ROAD,Venkayeswarareddy,4500.0,80.3918895,16.3002007
399,399,Andhra Pradesh,Guntur,Raghavendra Cold Storage,LALAPURAM,Srinivasarao,1681.0,80.3282738,17.2181353
400,400,Andhra Pradesh,Guntur,Raghavendra Cold Storage,Ankireddypalem,,8192.0,80.3923079,16.2876751
401,401,Andhra Pradesh,Guntur,Ramachandra Deep Cold Storage,"FLAT NO. 303,SAI TOWERS, 1ST LINE,, SANTHI NAGAR",Appa Rao,0.0,77.5992505,12.9577549
402,402,Andhra Pradesh,Guntur,Ramadevi Cold Storage,NH 5 MARCHI YARD,Sarath,0.0,77.1031998,31.0306204
403,403,Andhra Pradesh,Guntur,RamyaCold Storage,"IST LANE LAKSHMIPURAM, VIJAYA TOWERS",Amarswamy,2565.0,80.2491427,13.0538525
404,404,Andhra Pradesh,Guntur,Ratan Cold Storage,"G.N.T. ROAD,RAJAHMUNDRY",Raja,1500.0,81.8040345,17.0005383
405,405,Andhra Pradesh,Guntur,Rayalapparao Cold Storage,LALPURAM,Apparao,0.0,80.4494344,16.2868497
406,406,Andhra Pradesh,Guntur,Repalle,"Repalle, Bhattiprolu And Ponnapally",,6775.0,80.7845272,16.1038105
407,407,Andhra Pradesh,Guntur,S. Rahaman Khan,"Kantheru Village, Tadikonda Mandal",,16158.0,76.840383,16.7553661
408,408,Andhra Pradesh,Guntur,S.Satyanarayana Raju,"Karlapalem Vilage, Bapatla",,4769.62,80.4671375,15.9039445
409,409,Andhra Pradesh,Guntur,S.Srirama Raju,"Karlapalem Vilage, Bapatla",,4769.62,80.4671375,15.9039445
410,410,Andhra Pradesh,Guntur,S.V. Cold Storage,NH5 ANKI REDDY PALEM,Surendrababu,5000.0,80.2091128,15.9060837
411,411,Andhra Pradesh,Guntur,SATTANAPALLI,,O.S. Sudhakar,5000.0,,
412,412,Andhra Pradesh,Guntur,SV Cold Storage,"NARTH RAJPALEM, RAILWAY TRAK ROAD",Krishna,0.0,78.1128911,18.6797553
413,413,Andhra Pradesh,Guntur,Sai Cold Storage,"LALPURAM, NH-5 BY PASS ROAD",Malleswarao,5850.0,77.1031998,31.0306204
414,414,Andhra Pradesh,Guntur,SaisankarCold Storage,LALAPURM,Srinivasaarao,5000.0,80.3282738,17.2181353
415,415,Andhra Pradesh,Guntur,Saisatyadev Cold Storage,ROKE143[At]GMAIL[Dot]COM,Rakesh,4500.0,,
416,416,Andhra Pradesh,Guntur,Saisivam Cold Storage,"270/1 LALPURAM BY-PASS ROAD, NH-5",Sivaramakrishna,4500.0,77.1031998,31.0306204
417,417,Andhra Pradesh,Guntur,Saisivam Cold Storage,NALLAPADU ROAD,Tagjavrao,3000.0,80.3939109,16.3063385
418,418,Andhra Pradesh,Guntur,Sambhavi,CHILAKALURIPET ROAD NEAR MARCHIYARD,Sathish,3000.0,80.0702897,16.2227265
419,419,Andhra Pradesh,Guntur,Sambhavi Cold Storage,ANKIREDDY PALEM NH-5,Anilkumar,3000.0,83.9275643,18.3159269
420,420,Andhra Pradesh,Guntur,Sambhavi Cold Storage,ANKI REDDY PALEM BY-PASS ROAD CHEK POST,Rajesh,5400.0,80.2091128,15.9060837
421,421,Andhra Pradesh,Guntur,Sangamdairy,VADLAMUDI VILAGE CHEBROLU MANDAL,V.Chandrasekhar,1.0,80.5605111,16.2355855
422,422,Andhra Pradesh,Guntur,Sanka Rama Rao & Smt. Sanka Veeraraghavamma,"Panchayati Road, Burripalem Village, Tenali Mandal",,125.0,80.6495483,16.2381344
423,423,Andhra Pradesh,Guntur,Sarachandra Cold Storage pvttd,DNO9-63 ANKI REDDY PALEM BY PASS ROAD,Mvvrprasad,4000.0,80.2091128,15.9060837
424,424,Andhra Pradesh,Guntur,Sarada,NARASARAOPETA,Raghavarao,2000.0,80.0496499,16.2359181
425,425,Andhra Pradesh,Guntur,Sarathchandra Cold Storage,"HILAKALURIPEY, ANKIREDDY PALEM NH-5",Mohanrao,0.0,83.9275643,18.3159269
426,426,Andhra Pradesh,Guntur,Seetharama Cold Storage,"LALPUTAM, NALLAPADU ROAD, MIRCHI YARD",Bash,1800.0,,
427,427,Andhra Pradesh,Guntur,Shambavi Cold Storage,NH5 DNO 6-75 ANKI REDDY PALEM,Subbareddy,3000.0,80.3923079,16.2876751
428,428,Andhra Pradesh,Guntur,Shivaparwathi Cold Storage Pvt Ltd,GANGAVARAM VILAGE NEAR AMBAPUR AMGURAJAL MANDAL,A.Prasad,4000.0,72.608464,23.1509255
429,429,Andhra Pradesh,Guntur,Shri Adapa Narayana Reddy,Tumuluru/Guntur,,206.0,80.7499961,16.2712826
430,430,Andhra Pradesh,Guntur,Shri Alapati Siva Nageswara Rao,Dandamudi /Guntur,,375.0,80.5567673,16.1126351
431,431,Andhra Pradesh,Guntur,Shri Alapati Subhash Chandra Bose,"Door No. 36, Govada Village, Guntur District",,109.75,80.0087746,16.3905692
432,432,Andhra Pradesh,Guntur,Shri Alla Koti Reddy,"Munangi Village, Kotipara Mandal",,194.0,,
433,433,Andhra Pradesh,Guntur,Shri Bheemavarapu Veera Reddy,"Kollipara Village, Kollipara Mandal",,400.0,77.3410569,16.850763
434,434,Andhra Pradesh,Guntur,Shri Bhimavarapu Basivi Reddy & Smt.Bhimavarapu Siva Kumari,"Kollipara Village, Kollipara Mandal, Guntur District",,152.8,80.0087746,16.3905692
435,435,Andhra Pradesh,Guntur,Shri Chimakurthi Basavaiah,Dandamudi /Guntur,,375.0,80.5567673,16.1126351
436,436,Andhra Pradesh,Guntur,Shri Emani Venkata Reddy,Tsunduru/Guntur,,230.0,80.5833296,16.1588948
437,437,Andhra Pradesh,Guntur,Shri Gaddipati Krishna Kumari,"Govada Village, Guntur District",,64.53,80.0087746,16.3905692
438,438,Andhra Pradesh,Guntur,Shri Godavarthy Venkatasubbarao,"D.No.136/1B, Chedalawada Panchayat, Vemuru Mandal,Guntur",,944.0,80.4365402,16.3066525
439,439,Andhra Pradesh,Guntur,Shri Gollapudi Venkateswara Rao,"D.No.6-45, (Site Survey No.1108/B) Village & Mandal : Kolluru District : Guntur",,231.0,80.7969102,16.1826065
440,440,Andhra Pradesh,Guntur,Shri Kurra Satyanarayana S/O Sri Veeraiah,"Dno.8-68, Sno.35/4 Cheruvu Jammulapalem Village & Panchayat, Bapatla Mandal, Guntur District 522 113",,120.0,80.0087746,16.3905692
441,441,Andhra Pradesh,Guntur,Shri Mandava Venkateswara Rao,"Pollokona Village, Bhatipoluru Mandal, Guntur District",,101.0,80.0087746,16.3905692
442,442,Andhra Pradesh,Guntur,Shri Nerla Kutumba Reddy & Smt. Nerla Basavamma,"Kollipara Village, Kollipara Mandal, Guntur District",,372.57,80.0087746,16.3905692
443,443,Andhra Pradesh,Guntur,Shri Shaik Ahamed Ali,Thadikonda/Guntur,,305.0,80.453155,16.4170758
444,444,Andhra Pradesh,Guntur,Shri Surappareddy Garata Reddy S/O Bali Reddy,"Chandavaram Village And Panchayat, Nadendla Mandal",,336.37,,
445,445,Andhra Pradesh,Guntur,Shri Tamma Sambi Redy,"Davuluru Village, Kollipara Mandal",,168.165,77.3410569,16.850763
446,446,Andhra Pradesh,Guntur,Shri Thiruveveedhula Bhaskara Rao,"Annavaram, Raompicherla",,130.0,79.9125739,16.2094457
447,447,Andhra Pradesh,Guntur,Shri V. Janardhan Reddy,"Munnangi Village, Kollipara Mandal, Guntur District",,171.0,80.0087746,16.3905692
448,448,Andhra Pradesh,Guntur,Shrivenkatasai Cold Storage,MEDIKONDURU VILAGE MANDAL SIRIPURAM ROAD,P.Madhavi,0.0,80.2875264,16.3808302
449,449,Andhra Pradesh,Guntur,Sindhuri Cold Storage Pvt Ltd,ANKIREDDY PALEM NH-5,Sivaramprasad,6000.0,83.9275643,18.3159269
450,450,Andhra Pradesh,Guntur,Sivasai Cold Storage,4-191 NALLAPADU ROAD ANKIREDDY PALEM,Tnarasi Harao,5000.0,80.3919698,16.3002171
451,451,Andhra Pradesh,Guntur,Smt Gali Srilakshmi,Kandlakunta/Guntur,,101.59,79.2937357,16.3864769
452,452,Andhra Pradesh,Guntur,Smt Gorrepati Jayalakshmi,Tsunduru/Guntur,,364.78,80.5833296,16.1588948
453,453,Andhra Pradesh,Guntur,Smt Kandimalla Asha Latha,"D No 127/C, Block No 9, Vatticherukuru Village & Mandal",,460.0,80.4470827,16.1804779
454,454,Andhra Pradesh,Guntur,Smt Korrapati Venkata Durga,Pallapadu/Guntur,,760.0,80.3988115,16.1621947
455,455,Andhra Pradesh,Guntur,Smt Kota Jayaprada,"D.No.641,Near Door No.7-31/A, Moparru Village, Amarthaluru Mandal, Guntur Dt",,181.72,80.4365402,16.3066525
456,456,Andhra Pradesh,Guntur,Smt M Adilakshmi,"Thumuluru Post, Kollipara Mandal Guntur Dt.",,238.032,80.749466,16.2872181
457,457,Andhra Pradesh,Guntur,Smt Majeti Dhanalakshmi,"Near D.No.4-54, Site No. D.No.233-1. Pedapudi Gram Panchayat, Amartalaru Mandal, Guntur",,120.0,80.4365402,16.3066525
458,458,Andhra Pradesh,Guntur,Smt Mallolu Sambrajyam,"Sy.No.240/4, Peteru G P , Repalle Mandal, Guntur",,700.0,80.4365402,16.3066525
459,459,Andhra Pradesh,Guntur,Smt Nimmagadda Padmaja,"R S No.348 - 4 B , B 5, B 7, Donepudi Village, Kolluru Mandal, Guntur",,389.18,80.4365402,16.3066525
460,460,Andhra Pradesh,Guntur,Smt Nulu Lavanya,Thumuluru/Guntur,,368.0,80.7499961,16.2712826
461,461,Andhra Pradesh,Guntur,Smt P Padma Priya,"D. No. 2/83, Opp. Railway Station, Duggirala Village & Panchayat, Duggirala Mandal, Guntur District",,563.0,80.0087746,16.3905692
462,462,Andhra Pradesh,Guntur,Smt Yadla Aruna,Chiluvuru/Guntur,,950.0,80.5827272,16.3647153
463,463,Andhra Pradesh,Guntur,"Smt. Alla Nagavardhani, W/O Sambi Reddy","Panchayat Road, Kollipara Village & Mandal",,148.882,80.749466,16.2872181
464,464,Andhra Pradesh,Guntur,"Smt. Dhulipalla Nagendramma,","Chintalapudi Village, Ponnur Mandal, Guntur District",,250.0,80.0087746,16.3905692
465,465,Andhra Pradesh,Guntur,Smt. G Nalini,"D.No.513/2B, Ganapavaram Village & Panchayat, Karlapalem Mandal",,801.0,80.5490335,15.9457492
466,466,Andhra Pradesh,Guntur,Smt. Gummadi Japamala,"S.No.13/5, Nallurupalem Village, Repalle Mandal",,872.25,,
467,467,Andhra Pradesh,Guntur,"Smt. Kaka Jayalakshmi, W/O Sambasiva Rao","RS No. 40/3, Appikatla Village, Baptla Mandla",,116.0,80.4681844,15.9040102
468,468,Andhra Pradesh,Guntur,Smt. Kurapati Uma Madhuri,"Kollipara Village, Kollipara Mandal",,530.343,77.3410569,16.850763
469,469,Andhra Pradesh,Guntur,Smt. Pagadala Srilakshmi,"Dno.443/A4, Side Door No.4/105, Thumuluru, Kollipara Mandal, Guntur",,194.23,80.4365402,16.3066525
470,470,Andhra Pradesh,Guntur,Smt. Reddy Sivamma,"Survey No. 125/1,Koliipara Village, Kollipara Madal, Guntur District",,200.0,80.0087746,16.3905692
471,471,Andhra Pradesh,Guntur,Smt. Tiyyagura Malleswari,"Valuru, Kakumanu",,998.0,80.3982025,16.054913
472,472,Andhra Pradesh,Guntur,Smt. Tulluri Dhanalakshmi,"Side Door No.2-82, R.S.No.374/11, Bethapudi, Repalle Mandal, Guntur Dt.",,169.08,80.4365402,16.3066525
473,473,Andhra Pradesh,Guntur,Smt. V Lalitha Kumari,"Sy.No.127/C, Vatticherukuru Village & Mandal",,574.423,80.4470827,16.1804779
474,474,Andhra Pradesh,Guntur,Smt. V.Manjula Devi,"D No 676/4, Vallabharaopalem Village, Ponnur Mandal",,256.133,,
475,475,Andhra Pradesh,Guntur,"Smt.Gajula Sambrajyam, Sy.No. 699, Peravali Panchayat, Vemuru Mandal, Guntur Dist.","Smt.Gajula Sambrajyam, Sy.No. 699, Peravali Panchayat, Vemuru Mandal, Guntur Dist.",,273.0,80.0087746,16.3905692
476,476,Andhra Pradesh,Guntur,"Smt.Ravuri Madhavi Latha & Smt. Ravuri Suseela, Jammulapalem Village, Tangutur Mandal, Prakasam Dist.","Smt.Ravuri Madhavi Latha & Smt. Ravuri Suseela, Jammulapalem Village, Tangutur Mandal, Prakasam Dist.",,4806.0,79.560344,15.348463
477,477,Andhra Pradesh,Guntur,Sravanthi Cold Storage,BY-PASS JUNCTION ANKI REDDY PALEM NH-5,Ramarao,9350.0,80.2091128,15.9060837
478,478,Andhra Pradesh,Guntur,Sravanti Cold Storage,"NH 5, ANKIREDDY PALEM",Chaitanya,9350.0,80.3923079,16.2876751
479,479,Andhra Pradesh,Guntur,Sreeneelanpatilakshmiammavari,"394/1, NEW AMC YARD, DUGGIRALA",Narayana,11700.0,80.6271912,16.3273225
480,480,Andhra Pradesh,Guntur,"Sri Agthu Gopi Reddy, S/O Venkata Reddy","Vallabhapuram Village, Kollipara Mandal, Guntur District",,200.0,80.0087746,16.3905692
481,481,Andhra Pradesh,Guntur,"Sri Allu Nani Reddy, S/O Rami Reddy","118-1/B/1, Kantepudi Village, Sattennapalli Mandal, Guntur District",,339.6,80.0087746,16.3905692
482,482,Andhra Pradesh,Guntur,Sri AremandaMutha Reddy & Smt. Areminda Pramilla,"Door No. 824/37, Block No. 10Panchayati Road, Kollipara Village And Mandal",,160.0,80.749466,16.2872181
483,483,Andhra Pradesh,Guntur,Sri Bandi Venkateswara Rao,"Sy.No.95, Chowdavaram Village, Guntur Rural Mandal, Guntur District",,0.0,80.0087746,16.3905692
484,484,Andhra Pradesh,Guntur,Sri Bhramari Cold Storage,ANKI REDDY PALAM ROAD,Naga Raju,9999.0,,
485,485,Andhra Pradesh,Guntur,"Sri Bomma Reddy Rami Reddy, Kollipara Village & Mandal Guntur","Door No.458, R & B Road From Kollipara To Gudhibandivaripalem Road, Kollipara Village & Mandal 2nd Ward, Guntur District",,425.12,80.0087746,16.3905692
486,486,Andhra Pradesh,Guntur,"Sri D. Venkata Balakrishna Prasad, S/O Ganeswara Rao","Ananthavaram, Kolluru Mandal",,278.0,74.8104053,13.8631865
487,487,Andhra Pradesh,Guntur,Sri Gajula Nancharaiah,"Chavali Village, Vemur Mandal, Guntur District",,0.0,80.0087746,16.3905692
488,488,Andhra Pradesh,Guntur,Sri Ganapathi Drug Intermediates Pvt Ltd,Industrial Park Nadikudi V Dachepalli M Guntur Dt,Shri Thatikonda Koti Reddy,5400.0,79.7068596,16.5879495
489,489,Andhra Pradesh,Guntur,Sri Ganapathi Drug Intermediates Pvt Ltd,Industrial Park Nadikudi V Dachepalli M Guntur Dt,Shri Thatikonda Koti Reddy,5400.0,79.7068596,16.5879495
490,490,Andhra Pradesh,Guntur,"Sri Isukapalli Kasiviswanadha Sarma, S/O Surya Prakash Sarma","RS No. 61/1, Near Library, Appikatla Village, Baptla Mandla",,291.0,80.4681844,15.9040102
491,491,Andhra Pradesh,Guntur,Sri Kamakshi Cold Storages,"FUTURE KAMAKSHI NAGAR, NEAR MIRCHI YARD NH5",K Bhaskar Rao,3500.0,,
492,492,Andhra Pradesh,Guntur,Sri Lakshmi Rural Godown,"Survey No.180, Rajupalem (V & M)",,2245.65,,
493,493,Andhra Pradesh,Guntur,Sri Laxmimalleswari Cold Storage,ANKIREDDY PALEM,Srinivasreddy,0.0,80.3923079,16.2876751
494,494,Andhra Pradesh,Guntur,Sri Manam Venkateswarlu,"No.241/1, Vatticherukuru, Block No.3, Near D No.3-84, Ner Panchayath Office Main Road, Vatticherukuru Gram Panchayat, Guntur District",,150.0,80.0087746,16.3905692
495,495,Andhra Pradesh,Guntur,Sri Movva Sai Babu & Sri Movva Harish Chandra Babu,"Vemur (V) & (M), Guntur Dist.",,887.828,80.0087746,16.3905692
496,496,Andhra Pradesh,Guntur,"Sri Movva Sai Babu , S/O Satyanarayana And Movva Harish Chandra Babu",Vemuru Village And Mandal,,1540.0,80.7399885,16.1792758
497,497,Andhra Pradesh,Guntur,Sri Murakonda Venkateswarlu,"D.No. 4-73/1, Survey No. 256/1, Vatticherukuru Village And Mandal, Guntur District",,693.0,80.0087746,16.3905692
498,498,Andhra Pradesh,Guntur,"Sri N. Saibabu, S/O Sivaramaiah","Takkelapadu Village, Pedakakani Mandal, Guntur District",,763.0,80.0087746,16.3905692
499,499,Andhra Pradesh,Guntur,Sri N. Sivaramaiah,"Takkelapadu Village, Pedakakani Mandal, Guntur District",,769.0,80.0087746,16.3905692
500,500,Andhra Pradesh,Guntur,Sri Padma Sai Krishna Godowns ( Shri Godavarthy Hare Krishna ),"D. No. 308-109 Anathavaram Village And Grama Panchayat, Kolluru Mandal",,555.0,74.8104053,13.8631865
501,501,Andhra Pradesh,Guntur,Sri Radha Krishna Godowns ( Godavarthy Radhakrishna Murthy,"D. No.82-A7, Chadalavada Gramapanchayat, Vemuru Mandal",,535.0,77.2232709,16.7536811
502,502,Andhra Pradesh,Guntur,Sri Ramachandra Deep Cold Storages,"303,SAI TOWERS, 1ST LINE,, SANTHI NAGAR",Ramesh Babu,4500.0,77.5992505,12.9577549
503,503,Andhra Pradesh,Guntur,Sri Sarada Cold Storage II,Budampadu,,5299.0,80.4756248,16.2593442
504,504,Andhra Pradesh,Guntur,Sri Vanga Bushi Reddy And Smt. Vanga Sesharatnam,"Door No. 15/112A, 5th Ward, Kollipara Village, Kollipara Mandal",,500.0,77.3410569,16.850763
505,505,Andhra Pradesh,Guntur,Sri Yadlapalli Venkata Rama Krishna,"Sy.NO.57/7 & 57/6B, Velpur Village, Tanuku Mandal, West Godavari District",,683.0,81.3399414,16.9174181
506,506,Andhra Pradesh,Guntur,Sribuvaneswari Cold Storage,NH 5 TATAPUDI VILAGE CHPETA MANDAL,Venkatewarao,14000.0,80.1655471,16.0944603
507,507,Andhra Pradesh,Guntur,Srichaitanya Cold Storage,NH5 DN O9-91 ANKI REDDY PALEM,Sambasivarao,3300.0,80.3923079,16.2876751
508,508,Andhra Pradesh,Guntur,Srichandrasekhara Cold Storage Pvt Ltd,LINGAYA PALEML ALUPURAM PANCHAITI,Ramana,4000.0,80.3940473,16.2772029
509,509,Andhra Pradesh,Guntur,Sridevi Cold Storage,LALPURAM,Ramataao,5116.0,80.4494344,16.2868497
510,510,Andhra Pradesh,Guntur,Sriganapathi Cold Storage,PLOT NO 2B INDUSTRIAL PARKMIRYALAGUDA ROAD NADIKUD,V.Krishnareddy,4950.0,72.8633635,22.6915853
511,511,Andhra Pradesh,Guntur,Sriganapati Cold Storage,"LALPURAM, NEAR MIRCHI YARD",Rk,0.0,,
512,512,Andhra Pradesh,Guntur,Sriharihara Cold Storage,AMARAVATHI ROAD PEDAKURAPADU VILAGE MANDAL,B.Ravichandran,6440.0,80.2593253,16.4697857
513,513,Andhra Pradesh,Guntur,Srikrishnadevi Cold Storage,LALPURAM,Thirupalreffy,0.0,80.4494344,16.2868497
514,514,Andhra Pradesh,Guntur,Srikrishnaprasad Cold Storage,BYPASS ROAD,Kkrishnaprasad,0.0,,
515,515,Andhra Pradesh,Guntur,Srikrishnaveni Cold Storage,OPP MIRCHI YARD,Koteswarao,0.0,,
516,516,Andhra Pradesh,Guntur,SrimanjunadaCold Storage,BY PASS ROAD LALPURAM NH-5,Sarathbabu,10487.0,83.9275643,18.3159269
517,517,Andhra Pradesh,Guntur,Srinivasa Cold Storage,NARSARAOPETA,Srinivas,0.0,80.0496499,16.2359181
518,518,Andhra Pradesh,Guntur,SripriyankaColdstprage,BY PASS JUNCTION,Hazarthreddy,0.0,75.8043655,11.2367864
519,519,Andhra Pradesh,Guntur,Sripuspavathi Cold Storage Pvt Ltd,KANAPARRU VILAGE CHPETA ROAD NADENDLA MANDAL,Krishnamurthy,3400.0,80.110827,16.209323
520,520,Andhra Pradesh,Guntur,Sriramnjaneya Cold Storage,"NH 5, ANKIREDDY PALEM",Ramanjaneelu,8650.0,80.3923079,16.2876751
521,521,Andhra Pradesh,Guntur,Srisaitirumala Cold Storage Pvt Ltd,PIDUGURALLA ROAD DACHEPALLY VILAGE DACHEPALLY MAND,N.Venkateswarlu,7500.0,79.9336279,16.2955978
522,522,Andhra Pradesh,Guntur,Srisaividhya Cold Storage,CHUTTUGUNTA,Bhanychans,3600.0,80.645438,16.5175347
523,523,Andhra Pradesh,Guntur,SrisaradaCold Storage unit,"BODIAM X ROAD,TENALI ROAD",Sudheer,7500.0,80.5718682,16.4306645
524,524,Andhra Pradesh,Guntur,SriseetaramaCold Storage,"B-125, BEHIND MIRCHI YARD NALLAPADU",Venugopalrao,3292.0,80.4107139,16.2864231
525,525,Andhra Pradesh,Guntur,Srishirisrinivasa Cold Storage Pvt Ltd,GUNTUR ROAD REPUDI VILAGE PHIRAMGI PURAM MANDAL,Veerareddy,4400.0,80.2532136,16.2882459
526,526,Andhra Pradesh,Guntur,Srisneha Cold Storage,"SRI KRUPA MARKET,MAHBOOB MANSION, MALAKPET",P Anjaneelu,2000.0,78.4909767,17.3716458
527,527,Andhra Pradesh,Guntur,Srithirumala Cold Storage,NALLAPADU ROAD NEAR NH-5,Parayya,4000.0,80.3939109,16.3063385
528,528,Andhra Pradesh,Guntur,Sriveniagro,NATSRAOPET,Prabhakarrao,0.0,80.0496499,16.2359181
529,529,Andhra Pradesh,Guntur,Srivenkatasairaghavendra Cold Storage,"DNO9-51C, RKLUB ROAD CHILUKARI PETA",Mkoteswarao,0.0,,
530,530,Andhra Pradesh,Guntur,Srivenkateswara Cold Storage,PRATTIPADU VILAGE MANDAL,Ch.Seshaiah,5000.0,82.1917781,17.2294723
531,531,Andhra Pradesh,Guntur,Srivenkateswara Cold Storage,NARASARAOPETA,Venkatrssaerao,5000.0,80.0496499,16.2359181
532,532,Andhra Pradesh,Guntur,Srivenkateswara Cold Storage,LINGALLA PALEM,Prem,5000.0,,
533,533,Andhra Pradesh,Guntur,Srivenkatrswaracooperative,DNO-C-158 VILL-KOMMURU MANDAL KAKUMANU,Venkatrsearao,4000.0,80.3982025,16.054913
534,534,Andhra Pradesh,Guntur,Srivijayaganapathi Cold Storage,7-248//1 GANA PAVARAM(V),Ragunathbabu,0.0,,
535,535,Andhra Pradesh,Guntur,Srosaitulasicodstorage,ANKIREDDY PALEM NH-5 BY PAAS ROAD,Chandrasekhar,8700.0,83.9275643,18.3159269
536,536,Andhra Pradesh,Guntur,Subham Maheswari Cold Storage,"RAILPET, DUGGIRALA",Anurag Maheswari,0.0,80.6271912,16.3273225
537,537,Andhra Pradesh,Guntur,Subhammaheswari Cold Storage,"NARSARAOPETA, CHENNAI ROAD",Maheswarao,6500.0,80.2704622,13.0843007
538,538,Andhra Pradesh,Guntur,Sv Cold Storage,ANKI REDDY PALEM ROAD NH-5,Surendrababu,5000.0,83.9275643,18.3159269
539,539,Andhra Pradesh,Guntur,Syamala Cold Storage,ANKIREDDY PALEM NH-5,T Chandraiah,0.0,83.9275643,18.3159269
540,540,Andhra Pradesh,Guntur,"T. Srinivasa Rao, S/O VV Purnachandra Rao","Door No. 2-81, Bethapudi Village, Repalle Mandal,",,318.0,,
541,541,Andhra Pradesh,Guntur,T.P.V Prasad And Three Others,"Kollur, Tenali",,595.0,80.6444099,16.237933
542,542,Andhra Pradesh,Guntur,The Andhra Bank Farmers Service Cooperative Society,Nallapadu,,4800.0,80.3867417,16.2990649
